Title,Artist,Difficulty,Level,Genre
†渚の小悪魔ラヴリィ～レイディオ†,夏色ビキニのPrim,NOV,6.0,BEMANI
Midnight City Warfare,sky_delta,NOV,6.0,BEMANI
ouroboros -twin stroke of the end-,Cranky VS MASAKI「グルーヴコースター」より,NOV,6.0,その他
逆月,"BEMANI Sound Team ""HuΣeR"" feat.Fernweh",NOV,7.0,SDVXオリジナル
Xevel,Tatsh「CHUNITHM」より,NOV,6.0,その他
Taiko Drum Monster,steμ feat. siroa「太鼓の達人」より,NOV,6.0,その他
Elemental Creation,dj TAKA meets DJ YOSHITAKA,NOV,7.0,BEMANI
Empathetic,Sota÷Des,NOV,6.0,BEMANI
お米の美味しい炊き方、そしてお米を食べることによるその効果。,大日本鉄倶楽部【あさき＆９６】,NOV,6.0,BEMANI
GAIA,猫叉L.E.D.Master+,NOV,6.0,BEMANI
Synergy For Angels,TAG×U1-ASAMi,NOV,5.0,BEMANI
STULTI,MAX MAXIMIZER VS DJ TOTTO,NOV,6.0,BEMANI
晴天Bon Voyage,TOMOSUKE × seiya-murai feat. ALT,NOV,4.0,BEMANI
創世ノート,PON+wac,NOV,6.0,BEMANI
虹色の花,Akhuta y OJ,NOV,5.0,BEMANI
ラキラキ,Mutsuhiko Izumi & S-C-U,NOV,5.0,BEMANI
Invisible Bullets,brz1128,NOV,5.0,東方アレンジ
Venomous Firefly,かめりあ,NOV,6.0,東方アレンジ
Tic Exe,Se-U-Ra,NOV,5.0,東方アレンジ
Night Rockin' Bird,kanone,NOV,5.0,東方アレンジ
Nostalgic Blood of the Strife,Laur,NOV,6.0,東方アレンジ
Princess K,Retropolitaliens(Ms.+駄々子),NOV,4.0,東方アレンジ
PROVOES*PROPOSE <<êl fine>>,"Yu_Asahina as ""papyrus""",NOV,6.0,SDVXオリジナル
マイネ・クライネ・ナハトムジーク,Die Ellipse (deli. with 倉田美和),NOV,4.0,東方アレンジ
Akzeriyyuth,Team&Dj Grimoire,NOV,6.0,FLOOR
異世界ノットパンピー(EXIT TUNES),164 feat.GUMI,NOV,4.0,ボーカロイド
嘘とぬいぐるみ(EXIT TUNES),Dixie Flatline,NOV,3.0,ボーカロイド
Coldlapse,Aoi vs. r0y,NOV,5.0,FLOOR
No way,影虎。,NOV,5.0,FLOOR
Beyond the BLUE,Ayato × sak × 田島千種,NOV,6.0,FLOOR
4NT1 D34D,N-Driver,NOV,4.0,東方アレンジ
Breakin' Asia,かたぎり,NOV,6.0,東方アレンジ
蓬莱フェスティボー,溝口ゆうま feat. みこ♡なち♡あい,NOV,5.0,東方アレンジ
Lunatic Sprinter,さわわ,NOV,6.0,東方アレンジ
SUPER SUMMER SALE,"BEMANI Sound Team ""U1 overground""",NOV,5.0,BEMANI
星座が恋した瞬間を。,"BEMANI Sound Team ""DJ TOTTO feat.MarL""",NOV,5.0,BEMANI
Puberty Dysthymia,"BEMANI Sound Team ""person09""",NOV,6.0,BEMANI
風鈴花火,"BEMANI Sound Team ""劇団レコード""feat.結良まり",NOV,4.0,BEMANI
Prey,"BEMANI Sound Team ""Dustup""",NOV,6.0,BEMANI
Life is beautiful,"BEMANI Sound Team ""猫叉Master""",NOV,6.0,BEMANI
Rejoin,"BEMANI Sound Team ""HuΣeR feat.PON""",NOV,5.0,BEMANI
Sleepless days,猫叉Master feat.Mayumi Morinaga,NOV,4.0,その他
MAXIVCORD,"BEMANI Sound Team ""dj TAKA""",NOV,5.0,その他
Let's Bounce !!,"BEMANI Sound Team ""Sota F.""",NOV,3.0,その他
灼熱のBlazin' Beat,CielArc,NOV,4.0,東方アレンジ
Burning Spark!,uma & nmk feat. 橘花音,NOV,5.0,東方アレンジ
Black night,Noah,NOV,6.0,東方アレンジ
まじかる生主＠りすなちゃん,DJ SHARPNEL feat. みらい,NOV,6.0,SDVXオリジナル
Liévre -blanche-,Diartzh,NOV,5.0,東方アレンジ
Another Chapter,からとP feat.リた☆,NOV,5.0,SDVXオリジナル
Absolute Domination,Laur,NOV,7.0,SDVXオリジナル
オニユリ,ぺのれり,NOV,6.0,SDVXオリジナル
Xronièr,"かめりあ as ""fluX Xroisé""",NOV,7.0,SDVXオリジナル
コメット⇒スケイター,U-ske feat.棗いつき,NOV,5.0,SDVXオリジナル
サイコパスラビット,うさぎ愛好会PSYCHOPATH(cosMo×syuri22),NOV,6.0,SDVXオリジナル
水簾ノ調,Capchii × Crawk,NOV,6.0,SDVXオリジナル
スラッシュ//シスターズ,はるなば with すずしろ&桃箱,NOV,6.0,SDVXオリジナル
そして黄金郷へ,TAKU1175 × かにまゆ,NOV,6.0,SDVXオリジナル
光射す澪のユズリハ,Cororo feat.Yuria Miyazono,NOV,6.0,SDVXオリジナル
Failnaught,xi,NOV,7.0,SDVXオリジナル
Fly Like You,technoplanet,NOV,7.0,SDVXオリジナル
Made In Love,黒魔,NOV,4.0,SDVXオリジナル
FREEDOM DiVE,xi,NOV,7.0,その他
Dark Matter,Yooh,NOV,5.0,FLOOR
ひとりぼっちの魔王,Verdammt,NOV,3.0,FLOOR
ホワイトパレード,梅干茶漬け,NOV,6.0,FLOOR
Justitia Gladius,kanone,NOV,6.0,FLOOR
Levier'n NābYss,MisoilePunch♪ ~Take No Complete~,NOV,6.0,FLOOR
Invisible Full Moon 古屋直雪 remix,古屋直雪,NOV,4.0,東方アレンジ
Victim of Nights,すのうまん,NOV,6.0,東方アレンジ
少女綺想曲 -G.X.N. Remix-,激戦の人,NOV,5.0,東方アレンジ
Mysterious Nights,あさり,NOV,4.0,東方アレンジ
BLAZING_LAZER,brz1128,NOV,6.0,FLOOR
Melty Sweets,Ironami,NOV,5.0,FLOOR
Reb∞t,"BEMANI Sound Team ""TAG""",NOV,6.0,SDVXオリジナル
KIMIDORI Streak!!,梅干茶漬け,NOV,6.0,東方アレンジ
Gate of Atlantis,MasKaleido,NOV,6.0,FLOOR
失敗作少女(EXIT TUNES),かいりきベア,NOV,4.0,ボーカロイド
Secret Traveler -MeniRemix-,Adust Rain,NOV,5.0,東方アレンジ
Knights Assault,零 -zero-,NOV,6.0,FLOOR
プレインエイジア(MRM REMIX),モリモリあつし,NOV,6.0,東方アレンジ
見世物ライフ(EXIT TUNES),"otetsu,164,蝶々P",NOV,4.0,ボーカロイド
MeteorGlow Aftermath,pan,NOV,6.0,FLOOR
ECHIDNA,HuΣeR,NOV,6.0,BEMANI
Chrono Diver -PENDULUMs-,猫叉L.E.D.Master+,NOV,7.0,BEMANI
Nexta,lapix,NOV,6.0,SDVXオリジナル
ILL-STARRED Diver,polysha,NOV,5.0,東方アレンジ
煙,庭師,NOV,5.0,東方アレンジ
SUPER BUBBLE JOURNEY,こふ,NOV,5.0,FLOOR
Touch My Body,anubasu-anubasu,NOV,5.0,BEMANI
誰が為に兎は舞う＝狂速狂騒曲＝,うさぎ愛好会(cosMo×syuri22),NOV,6.0,東方アレンジ
Blue Stream,とろまる,NOV,5.0,FLOOR
片翼のディザイア,Endorfin.,NOV,5.0,BEMANI
LastΩmegA,BlackY,NOV,6.0,FLOOR
La Danza del Fuego,Kiryu,NOV,4.0,BEMANI
Redshift,technoplanet,NOV,6.0,BEMANI
アワデコノヨヲ,AMAZE,NOV,5.0,東方アレンジ
Iridescent Clouds,Hidra-Xjeil,NOV,6.0,FLOOR
SAtAN,P*Light,NOV,6.0,FLOOR
disordered asia,シイナフユキ,NOV,4.0,東方アレンジ
Divine's:Bugscript,かゆき,NOV,6.0,FLOOR
Two of Us,Sound CYCLONE,NOV,4.0,東方アレンジ
Dreaming feat. nomico,Alstroemeria Records,NOV,4.0,東方アレンジ
私の恋色。,テヅカ feat. 大西あみみ,NOV,5.0,東方アレンジ
Arcade Prison,MAD CHILD vs. siromaru,NOV,5.0,SDVXオリジナル
Evans,DJ YOSHITAKA,NOV,6.0,BEMANI
Oriens,ginkiha,NOV,6.0,その他
Decoy(EXIT TUNES),Yooh,NOV,6.0,その他
New Leaf(EXIT TUNES),BlackY vs. Yooh,NOV,6.0,その他
β(EXIT TUNES),BlackY,NOV,5.0,その他
RHYZING BEAT,PHQUASE,NOV,5.0,BEMANI
Re：End of a Dream,uma vs. モリモリあつし,NOV,6.0,その他
業焔繚乱,BlackY,NOV,6.0,SDVXオリジナル
Sky High,Cuvelia,NOV,6.0,BEMANI
スピーカーガール！,TAKU1175 feat.かなたん,NOV,5.0,SDVXオリジナル
CHERNOBOG,漆黒のEBONY,NOV,6.0,BEMANI
ビビットストリーム,DJ TOTTO,NOV,4.0,BEMANI
Phlox,Sota Fujimori 2nd Season,NOV,5.0,BEMANI
BELOBOG,"BEMANI Sound Team ""純白のIVORY""",NOV,7.0,SDVXオリジナル
蟲の棲む処,かめりあ feat. Nana Takahashi,NOV,6.0,BEMANI
Royal Judgement,Kobaryo,NOV,6.0,SDVXオリジナル
ロプノールの商隊,Akhuta,NOV,6.0,BEMANI
惑星☆ロリポップ,SOUND HOLIC feat. Nana Takahashi,NOV,5.0,BEMANI
分けるな危険！モモモモモモーイズム,ARM×狐夢想 feat. 桃井はるこ,NOV,5.0,BEMANI
Awakening,technoplanet,NOV,7.0,FLOOR
Wings of Glory,Crawk × Capchii,NOV,6.0,FLOOR
crossing blue,ぺのれり,NOV,6.0,FLOOR
Xéroa,かめりあ,NOV,7.0,FLOOR
BlueMoon Princess,うさぎ愛好会(cosMo×syuri22),NOV,6.0,FLOOR
プラネタジャーニー,U-ske feat.棗いつき,NOV,5.0,FLOOR
メルヘン風紀委員会,はるなば with すずしろ&桃箱,NOV,5.0,FLOOR
Яe's NoVǢ,からとP feat.リた☆,NOV,6.0,FLOOR
からくりピエロ(EXIT TUNES),40mP,NOV,2.0,ボーカロイド
GERBERA-For Finalists-,remixed by cosMo＠暴走P,NOV,7.0,SDVXオリジナル
Libera me,Cranky,NOV,6.0,その他
ワールズエンド・ダンスホール,wowaka,NOV,5.0,ボーカロイド
I,黒魔,NOV,8.0,FLOOR
A Lasting Promise,Laur,NOV,7.0,FLOOR
CUTE-Reflection,7mai,NOV,6.0,FLOOR
Cloud 9,雄之助,NOV,6.0,FLOOR
Sacrifice and Faith,ℱsinfonia（Yu_Asahina　溝口ゆうま　かなたん　大瀬良  あい）,NOV,6.0,FLOOR
神話に芽吹く,Cororo,NOV,6.0,FLOOR
僕らの時間,テヅカ feat. 大西あみみ,NOV,6.0,FLOOR
羅生門,TAKU1175 × かにまゆ,NOV,6.0,FLOOR
Last Resort,xi,NOV,7.0,FLOOR
BREAKNECK NY☆N! NY★N!,ZerA,NOV,6.0,FLOOR
planetarium,SUi,NOV,6.0,FLOOR
MONOLITH,TOMOSUKE,NOV,6.0,BEMANI
Lionheart,P4koo,NOV,5.0,FLOOR
Random Box,LATI,NOV,4.0,FLOOR
CARNIVOROUS,SOUND HOLIC feat. Nana Takahashi,NOV,5.0,BEMANI
スカイダイバー,ヒゲドライバー feat.ヒゲドライVAN,NOV,5.0,BEMANI
SPACE VILLAGE,サイバー劇レコ,NOV,6.0,BEMANI
それは花火のような恋,夏色バーニングラブ☆Prim,NOV,6.0,BEMANI
トキメキストリーム,Qrispy Joybox,NOV,4.0,BEMANI
びいすと！,ビートまりおとARM,NOV,6.0,BEMANI
VOLTEXES IV,"BEMANI Sound Team ""Sota Fujimori""",NOV,5.0,SDVXオリジナル
メイビ～初恋！？ビスケット☆大作戦,DJ TOTTO×mitsu feat.BisCo(CV:洲崎綾),NOV,6.0,BEMANI
Lost wing at.0,猫叉Master+,NOV,6.0,BEMANI
cobalt,Des-ROW・組スペシアル,NOV,5.0,BEMANI
НУМЛ,Zutt,NOV,6.0,BEMANI
極彩天奏,かゆき,NOV,6.0,FLOOR
Zelophilia,ぺのれり feat.ぁゅ,NOV,5.0,FLOOR
ツキアカリ,タケノコ少年,NOV,6.0,FLOOR
ボーイミーツ・ブルー,うさぎ愛好会(cosMo×syuri22),NOV,5.0,FLOOR
ルミナスデイズ,ここなつ,NOV,4.0,ひなビタ♪/バンめし♪
Lowermost revolt,かめりあ feat. 歌劇派学生,NOV,6.0,FLOOR
Royal Action,BlackY,NOV,6.0,FLOOR
KAC 2013 ULTIMATE MEDLEY -HISTORIA SOUND VOLTEX- Empress Side,FLOOR LEGENDS -KAC 2013-,NOV,7.0,FLOOR
おにいちゃんハイテック,立秋 feat.ちょこ,NOV,5.0,FLOOR
Chaotic Romance,はるなば,NOV,6.0,FLOOR
Khionos TiARA,Ellim Gnirps vs よみぃ,NOV,6.0,FLOOR
Goddess Bless you,winddrums,NOV,6.0,FLOOR
Xibercannon,隣の庭は青い(庭師+Aoi),NOV,6.0,FLOOR
Destruction & Qreation,polysha+inusack,NOV,5.0,FLOOR
DropZ-Line-,Getty vs. DJ DiA,NOV,6.0,FLOOR
Be a Hero!,中島由貴,NOV,5.0,BEMANI
PIERROT KNIfE,まろん (IOSYS),NOV,5.0,FLOOR
OPEN MY GATE,ARM×狐夢想 feat. RINA (I've),NOV,5.0,SDVXオリジナル
All Clear!!,sky_delta,NOV,5.0,SDVXオリジナル
Cy-Bird,Yooh,NOV,5.0,SDVXオリジナル
#SpeedyCats,RoughSketch a.k.a. uno(IOSYS),NOV,6.0,SDVXオリジナル
TWO-TORIAL,"BEMANI Sound Team ""PHQUASE vs DJ TOTTO""",NOV,7.0,SDVXオリジナル
Hug!! Vs. Hug!!,はるなば,NOV,6.0,SDVXオリジナル
BEAST BASS BOMB,Hommarju,NOV,6.0,SDVXオリジナル
Far Away,lapix,NOV,5.0,SDVXオリジナル
闇夜に舞うは紅の華,TAKU1175,NOV,5.0,SDVXオリジナル
GERBERA,"BEMANI Sound Team ""TAG""",NOV,6.0,SDVXオリジナル
It's a new day!,パピ子りんft.ビタミンな兄貴♂＆ゆずり,NOV,4.0,FLOOR
HP:1,Verdammt,NOV,6.0,FLOOR
QUAKE,Polyphonix,NOV,4.0,FLOOR
゜*。Chantilly Fille。*°,Ange;art,NOV,5.0,FLOOR
春時雨,まし,NOV,4.0,FLOOR
Fairy in Strasbourg,Laur,NOV,3.0,FLOOR
Poppin’Cats!!,やどりぎ,NOV,5.0,FLOOR
DREAMING-ING!!,ときめきアイドル project,NOV,3.0,その他
怒槌,光吉猛修「CHUNITHM」より,NOV,6.0,その他
Scarlet Lance,MASAKI（ZUNTATA）「グルーヴコースター」より,NOV,6.0,その他
セイクリッド ルイン,Drop＆祇羽 feat. 葉月ゆら「太鼓の達人」より,NOV,6.0,その他
炎夏の音,Vocal by 駄々子,NOV,5.0,SDVXオリジナル
狂騒こども節,Vocal by かなたん,NOV,4.0,SDVXオリジナル
新米天使のメランコリー,Vocal by 荒巻,NOV,5.0,SDVXオリジナル
地球防衛乙女パンナコッター,Vocal by はるの,NOV,3.0,SDVXオリジナル
テレポーテーションでやってきた彼とのその後の顛末,Vocal by 藍月なくる,NOV,4.0,SDVXオリジナル
ペタ靴と憂夜リムーバー,Vocal by ＯＲＩ姫,NOV,5.0,SDVXオリジナル
キリステゴメン,東雲夏陽,NOV,5.0,ひなビタ♪/バンめし♪
けもののおうじゃ★めうめう,日向美ビタースイーツ♪,NOV,5.0,ひなビタ♪/バンめし♪
シノビシノノメ,東雲心菜,NOV,4.0,ひなビタ♪/バンめし♪
銃弾は解を撃ち抜いて,日向美ビタースイーツ♪,NOV,5.0,ひなビタ♪/バンめし♪
Drizzly Venom,日向美ビタースイーツ♪,NOV,5.0,ひなビタ♪/バンめし♪
ナイト・オブ・ロンド,日向美ビタースイーツ♪,NOV,3.0,ひなビタ♪/バンめし♪
ミラクル・スイート・スイーツ・マジック！！,日向美ビタースイーツ♪,NOV,4.0,ひなビタ♪/バンめし♪
couleur automnes de chocolat,Citrus and Ocean Colour,NOV,4.0,FLOOR
Ghost Trigger,u-z feat.CHERICa,NOV,6.0,FLOOR
Sadistic Stabbing,ぬゆりとびす,NOV,5.0,FLOOR
Time to Air (jazz it up style),borzy,NOV,4.0,BEMANI
チルノのパーフェクトさんすう教室　⑨周年バージョン,IOSYSと愉快な⑨周年フレンズ,NOV,5.0,東方アレンジ
Doppelganger,LeaF,NOV,6.0,その他
NEON LOVE♥POTION!!!,パイタン,NOV,5.0,FLOOR
444,ZYTOKINE feat. aki,NOV,5.0,FLOOR
waxing and wanding(SS Remix),しま兄,NOV,4.0,BEMANI
WONDER_WOBBLER,brz,NOV,5.0,FLOOR
Glitter Flatter Scatter,Project B-,NOV,6.0,BEMANI
Claidheamh Soluis-光の剣- feat.はるの,猫大樹,NOV,4.0,東方アレンジ
のぼれ八坂坂！,ビートまりおとARM,NOV,4.0,東方アレンジ
胸の中で誰かが,幽閉サテライト,NOV,2.0,東方アレンジ
Apocrypha,お月さま交響曲,NOV,5.0,FLOOR
Grand-Guignol,モリモリあつし,NOV,6.0,FLOOR
獅子奮迅,a_hisa vs KV.S&はらたま,NOV,5.0,FLOOR
Spirit of the Beast,ikaruga_nex fw.tcheb,NOV,6.0,FLOOR
Fáfnir,Aoi Sumito a.k.a. あおいひと,NOV,5.0,FLOOR
Concertino in Blue,佐々木博史,NOV,6.0,BEMANI
ULTiMATE INFLATiON,cosMo＠暴走Genocider,NOV,6.0,SDVXオリジナル
神獄烙桜,かゆき,NOV,6.0,SDVXオリジナル
Juggler's Maddness,Lite Show Magic,NOV,6.0,SDVXオリジナル
Staring at star,MisoilePunch♪ ～タケノコ添え～,NOV,6.0,SDVXオリジナル
セイレーン ～悲壮の竪琴～,ぺのれり,NOV,6.0,SDVXオリジナル
Dyscontrolled Galaxy,かめりあ,NOV,6.0,SDVXオリジナル
Deadly force,Noah,NOV,6.0,SDVXオリジナル
FIN4LE ～終止線の彼方へ～,カモメサノエレクトリックオーケストラ,NOV,7.0,SDVXオリジナル
WHITEOUT,かねこちはる,NOV,7.0,SDVXオリジナル
Mirrorwall,BlackY,NOV,6.0,SDVXオリジナル
Theme of Ricerca,HuΣeR feat.ゆきまめ,NOV,6.0,BEMANI
Altale,削除,NOV,5.0,その他
PUPA,モリモリあつし,NOV,6.0,その他
Game Over,Ancraft,NOV,5.0,FLOOR
JUNKIE FLAVOR,yaseta + Hidra-Xjeil,NOV,6.0,FLOOR
dreamin' of u,Jun Kuroda,NOV,5.0,FLOOR
rhythmology study,古屋直雪,NOV,5.0,FLOOR
Legendary Road,kanone,NOV,6.0,FLOOR
SACRIFICE feat. ayame,Alstroemeria Records,NOV,5.0,東方アレンジ
廃獄ドリームランド,SOUND HOLIC feat. Nana Takahashi,NOV,4.0,東方アレンジ
Burn everything,LiLA'c Records,NOV,2.0,東方アレンジ
冒涜的選択のアレグリア ft. Mayumi Morinaga,Iceon(Frost Fragment),NOV,3.0,東方アレンジ
Root Consciousness,溝口ゆうま feat.大瀬良あい vs. QURELESS,NOV,3.0,東方アレンジ
オンディーヌの泪,かねこちはる,NOV,6.0,FLOOR
ゴーストマスコット,はるなば feat.みかん汁,NOV,4.0,FLOOR
Gorgetech,Shiron,NOV,5.0,FLOOR
少女救世論,暁Records,NOV,3.0,東方アレンジ
Sweet Requiem,REDALiCE & aran,NOV,6.0,東方アレンジ
SprrRush!!,MisoilePunch♪ feat.KIRARI,NOV,5.0,FLOOR
つるぺったん,Silver Forest feat. くろねこ アキ さきち カガリ,NOV,4.0,東方アレンジ
ぱあ,立秋 feat.ちょこ,NOV,4.0,FLOOR
Finale,A-One,NOV,5.0,東方アレンジ
I feel something for you,556ミリメートル,NOV,2.0,東方アレンジ
透明な記憶の風穴,少女フラクタル,NOV,4.0,東方アレンジ
FIRE IN MY HEART,Spacelectro,NOV,2.0,東方アレンジ
幽玄の桜,音召缶 feat.Renna,NOV,5.0,東方アレンジ
雷鼓サンダービート,ARM(IOSYS) feat.ビートまりお(COOL&CREATE),NOV,5.0,東方アレンジ
Regretful Flower,Amateras Records feat.築山さえ,NOV,4.0,東方アレンジ
私とあなたのMYOURENJI☆,歌恋人,NOV,3.0,東方アレンジ
Vigor,Yooh,NOV,5.0,FLOOR
The Golden Era,polysha,NOV,6.0,FLOOR
405nm(Shu※mix),Shu※,NOV,6.0,BEMANI
Mind Mapping(ag Remix),ag,NOV,4.0,BEMANI
恋とキングコング,日向美ビタースイーツ♪,NOV,3.0,ひなビタ♪/バンめし♪
Technical Master,天音 (Rolling Contact),NOV,4.0,東方アレンジ
Dystopia,DiGiTAL WiNG feat.花たん/YURiCa,NOV,2.0,東方アレンジ
トーホータノシ (feat. 抹),魂音泉,NOV,5.0,東方アレンジ
NEWBORN CRYING,ZYTOKINE feat. nachi,NOV,3.0,東方アレンジ
物凄いスペースシャトルでこいしが物凄いうた,Halozy feat. ななひら,NOV,5.0,東方アレンジ
Crystallize Forest,奏瀬いちこ feat.Silver Forest,NOV,3.0,東方アレンジ
Blue Fire,REDALiCE feat. 野宮あゆみ,NOV,4.0,東方アレンジ
Voltage Higher,A-One,NOV,5.0,東方アレンジ
Gaze ft. 紫崎 雪,Omnis,NOV,5.0,FLOOR
Junk Mania,udouddo&VALLEYSTONE,NOV,5.0,FLOOR
雪月花 (Shiron & Sound Artz Remix),Shiron vs. Sound Artz,NOV,4.0,BEMANI
Narcissus At Oasis (Freezer Remix),Freezer,NOV,5.0,BEMANI
We Go Down,DJ Genki feat. SHIN from HYPERNOVA With 三代,NOV,6.0,BEMANI
The Formula,Junk,NOV,5.0,その他
Inscape,technoplanet,NOV,6.0,FLOOR
VAMPIRE,nyankobrq,NOV,4.0,FLOOR
クリスタルミサイル,フーリンキャットマーク～with 鳴紗,NOV,3.0,FLOOR
Smoked Turkey Rag,a_hisa,NOV,4.0,FLOOR
Cepheus,しらこいし,NOV,4.0,FLOOR
FLOOR INFECTION Medley from SOUND VOLTEX×jubeat,United Composers from SOUND VOLTEX,NOV,6.0,FLOOR
湖底遺跡のヴィダー・ハル,borzy & 結月そら,NOV,4.0,FLOOR
sink into the dream,uma,NOV,4.0,FLOOR
Genesis At Oasis (Hirayasu Matsudo Remix),Hirayasu Matsudo,NOV,5.0,BEMANI
パンダヒーロー,ハチ,NOV,2.0,ボーカロイド
POLICY BREAK Medley from SOUND VOLTEX×jubeat,United Composers from jubeat,NOV,5.0,BEMANI
マトリョシカ,ハチ,NOV,3.0,ボーカロイド
Line 4 Ruin -kohumix-,こふ,NOV,5.0,BEMANI
ナナイロライト,ここなつ,NOV,3.0,ひなビタ♪/バンめし♪
iLLness LiLin,かねこちはる,NOV,7.0,FLOOR
ΩVERSOUL,BlackY,NOV,6.0,FLOOR
Gamerz FestivaL,うさぎ愛好会(cosMo×syuri22),NOV,6.0,FLOOR
Sailing Force,ぺのれり,NOV,7.0,FLOOR
超☆超☆光☆速☆出☆前☆最☆速!!! スピード★スター★かなで,かめりあ feat. ななひら,NOV,8.0,FLOOR
Rebellio,MAX MAXIMIZER VS DJ TOTTO,NOV,7.0,BEMANI
Fly far bounce,猫叉Master,NOV,5.0,BEMANI
恋歌疾風！かるたクイーンいろは,ねこまんまチーム！,NOV,5.0,BEMANI
Carry Me Away,lapix,NOV,5.0,FLOOR
壊Rave*it!! 壊Rave*it!!,LeaF,NOV,6.0,BEMANI
SO FLY ME TO YOU,ローゼライト powered by mu-ray,NOV,3.0,FLOOR
Narcissus At Oasis -影虎。 style-,影虎。,NOV,5.0,BEMANI
Boss Rush,USAO,NOV,6.0,BEMANI
If,Pa's Lam System,NOV,5.0,BEMANI
infinite:youniverse,かゆき,NOV,6.0,FLOOR
Immortal saga,Noah,NOV,6.0,FLOOR
Fin.ArcDeaR,MisoilePunch♪ ～タケノコ添え～,NOV,6.0,FLOOR
HE4VEN ～天国へようこそ～,カモメサノエレクトリックオーケストラ,NOV,7.0,FLOOR
Make Magic,Lite Show Magic,NOV,6.0,FLOOR
ケムマキunderground,t+pazolite feat. リズナ,NOV,6.0,東方アレンジ
盗宝,猫大樹,NOV,3.0,東方アレンジ
刃の如く ft. ネコメアリ,Iceon(Frost Fragment),NOV,3.0,東方アレンジ
デュアルメモリ,ここなつ,NOV,3.0,ひなビタ♪/バンめし♪
Engraved Mark-Gow's ill! RMX-,Gowrock,NOV,6.0,BEMANI
Sakura Mirage -Drum'n World-,Kairys,NOV,5.0,BEMANI
準備運動,すのうまん,NOV,6.0,FLOOR
fancy cake!!,あるふぁ,NOV,5.0,FLOOR
Rebuilding of Paradise Lost,Laur,NOV,5.0,BEMANI
黎明スケッチブック,アメツチ絵日記,NOV,5.0,FLOOR
ドリームエンド・サバイバー,ぽんきち,NOV,6.0,FLOOR
キュリオシティ,庭師,NOV,6.0,FLOOR
Noisy Minority,DJ Grimoire,NOV,6.0,FLOOR
3y3s (JMBS FUNKOT RMX),"Jockie ""MASTA BASS"" Suama",NOV,5.0,BEMANI
Aragami,xi,NOV,6.0,その他
Alice Maestera feat. nomico,Alstroemeria Records,NOV,2.0,東方アレンジ
斑鳩,豊田竜行,NOV,3.0,東方アレンジ
インビジブル(EXIT TUNES),kemu,NOV,5.0,ボーカロイド
インフルエンサー・イズ・デッド(EXIT TUNES),じーざす（ワンダフル☆オポチュニティ！）,NOV,2.0,ボーカロイド
裏表ラバーズ,wowaka,NOV,3.0,ボーカロイド
永遠に幸せになる方法、見つけました。(EXIT TUNES),うたたP,NOV,4.0,ボーカロイド
EDEN of TRUTH,Braflare(kanone&かぼちゃ),NOV,5.0,FLOOR
Aurora(Latinized Style),mommy,NOV,4.0,BEMANI
オトゲラヴ！,ねこみりん feat.小宮真央×みゆ×えみゅう。,NOV,5.0,その他
朧 (kamome sano remix),kamome sano feat. Kuroa*,NOV,4.0,BEMANI
Candy Star,DJ Genki feat. yukacco,NOV,4.0,その他
きゅん×きゅんばっきゅん☆LOVE,松下feat.Sota & wac,NOV,4.0,BEMANI
JUGGLE,Ras,NOV,4.0,FLOOR
JULIAN,Queen P.A.L.,NOV,5.0,その他
水槽のクジラ,テヅカ feat. 大西あみみ,NOV,5.0,FLOOR
starmine (nora2r Remix),nora2r,NOV,6.0,BEMANI
Second Heaven GravityPfArrange,cosMo＠暴走P,NOV,5.0,BEMANI
千本桜,黒うさP feat.初音ミク,NOV,2.0,ボーカロイド
零の位相,kradness,NOV,5.0,BEMANI
Dharma,Massive New Krew,NOV,5.0,FLOOR
Chocolate Planet,Freezer feat.妃苺,NOV,6.0,FLOOR
Take to Lips,Sound CYCLONE feat.大瀬良あい&℃iel,NOV,2.0,東方アレンジ
トラウマ催眠少女さとり！,DJ SHARPNEL feat. 一ノ瀬月琉,NOV,6.0,東方アレンジ
TRICKL4SH 220,Lite Show Magic,NOV,6.0,その他
Dreadnought,Mastermind(xi+nora2r),NOV,6.0,その他
New Game feat.Mayumi Morinaga,The 4th,NOV,5.0,その他
Nostalgia,矢鴇つかさ feat. 三澤秋,NOV,3.0,東方アレンジ
HiGHER,REDALiCE,NOV,5.0,その他
Four Leaves,Endorfin.,NOV,5.0,FLOOR
Heavenly Adventure,Soleily,NOV,5.0,FLOOR
HEAVENLY SMILE,VALLEYSTONE feat. 紫崎 雪,NOV,5.0,SDVXオリジナル
bass 2 bass [Tracy vs. Astronomical Remix],Tracy vs. Astronomical,NOV,4.0,BEMANI
Poppin' Shower,P*Light,NOV,4.0,その他
焔 -MAGMA-,SOUND HOLIC feat. Nana Takahashi,NOV,6.0,その他
LOVE EAST,暁Records,NOV,3.0,東方アレンジ
Solar Storm,xi「グルーヴコースター 3 リンクフィーバー」より,NOV,6.0,その他
{albus},かめりあ,NOV,6.0,BEMANI
いつかの夢、またねの約束。,TAKU1175 ft. 駄々子,NOV,4.0,FLOOR
#Endroll,uno & D.watt (IOSYS TRAX),NOV,5.0,FLOOR
Quaint Echo,KLing(Aoi+Yunosuke),NOV,6.0,FLOOR
Zero-Day Exploit,Trerey-U,NOV,6.0,FLOOR
ヒミツダイヤル,ここなつ,NOV,3.0,ひなビタ♪/バンめし♪
Metamorphobia,winddrums,NOV,6.0,BEMANI
